ndvi,ndvi_max,evi,ndre,lai,growing_days,rainfall_mm,temp_celsius,crop_enc,yield_tha
0.3985,0.4566,0.2446,0.2936,1.3995,129,131.5,32.3,0.0,3.637
0.3876,0.4868,0.2651,0.0607,2.1101,149,264.5,28.4,3.0,70.116
0.1644,0.3018,0.1161,0.3346,1.0876,166,85.9,27.1,4.0,6.415
0.1892,0.2781,0.1335,0.3157,0.8339,160,35.3,31.3,2.0,1.599
0.2027,0.2897,0.1387,0.1069,1.0316,112,181.7,19.1,4.0,6.705
0.4122,0.4684,0.2613,0.1716,1.5456,133,188.5,33.8,4.0,10.147
0.1935,0.2632,0.1192,0.1111,1.1156,163,113.1,28.3,2.0,1.52
0.3206,0.412,0.2163,0.0826,1.6125,121,48.4,26.4,2.0,1.763
0.2065,0.3144,0.1165,0.3213,1.1753,131,201.4,25.0,3.0,53.304
0.3404,0.4288,0.2103,0.0403,1.8349,161,235.4,19.3,1.0,4.586
0.4156,0.487,0.238,0.2622,2.2671,168,141.1,20.4,3.0,73.738
0.1539,0.2938,0.0932,0.3129,1.0677,166,183.7,29.7,3.0,43.082
0.3564,0.4966,0.2546,0.1344,2.4338,143,146.0,37.4,2.0,1.855
0.222,0.3574,0.152,0.2419,0.9874,155,86.1,23.9,2.0,1.257
0.1419,0.2491,0.1044,0.2603,0.6514,124,192.3,28.7,0.0,2.55
0.3852,0.493,0.2879,0.0848,2.1876,147,150.4,29.9,4.0,9.221
0.3332,0.418,0.2047,0.1308,1.5722,145,145.3,23.3,3.0,61.218
0.1617,0.2147,0.1243,0.111,1.0297,166,99.5,34.4,4.0,6.71
0.4123,0.5214,0.3062,0.2015,1.612,158,126.1,32.1,4.0,10.747
0.4437,0.5025,0.3428,0.1998,2.2582,129,194.1,32.1,4.0,11.591
0.3326,0.4483,0.1948,0.0528,1.3214,113,57.7,24.2,0.0,3.656
0.2859,0.4146,0.171,0.3213,1.4676,132,103.3,20.4,4.0,8.852
0.3897,0.4487,0.2836,0.1971,1.4276,184,138.0,24.9,1.0,4.567
0.2106,0.3403,0.1426,0.1217,0.8638,182,137.9,21.7,1.0,3.231
0.2749,0.3594,0.2077,0.1769,1.6691,170,113.4,36.4,2.0,1.983
0.2167,0.3285,0.1441,0.2494,1.0712,131,87.8,34.1,4.0,7.476
0.4296,0.5199,0.3266,0.1072,2.1307,106,54.4,30.4,4.0,10.256
0.2766,0.3901,0.1694,0.0405,1.4896,163,345.2,34.2,1.0,4.474
0.2126,0.3211,0.1289,0.2839,1.4415,183,310.7,27.4,1.0,3.122
0.2969,0.3398,0.1964,0.315,1.1658,157,156.1,20.9,4.0,7.802
0.176,0.281,0.1364,0.1268,1.1494,115,80.5,34.4,2.0,1.244
0.4099,0.46,0.2453,0.2032,2.7117,142,176.3,26.8,3.0,72.106
0.34,0.4547,0.2057,0.2152,1.2821,154,94.3,34.4,3.0,68.257
0.3049,0.4346,0.1806,0.2291,1.9506,136,247.8,35.4,3.0,57.19
0.2368,0.2976,0.1328,0.1878,0.9647,108,94.0,30.9,0.0,2.97
0.397,0.5068,0.2932,0.1177,1.9656,143,325.9,30.8,1.0,4.733
0.3539,0.4373,0.1947,0.106,1.4937,182,313.5,29.1,1.0,5.481
0.3734,0.4522,0.26,0.2361,2.1382,100,173.0,21.1,1.0,5.318
0.1691,0.2576,0.1102,0.3418,0.8835,128,226.8,30.4,1.0,2.748
0.1391,0.1997,0.107,0.0687,0.8848,148,149.8,36.8,2.0,1.332
0.296,0.3679,0.1681,0.0912,2.0437,111,91.5,25.4,2.0,2.001
0.1796,0.2875,0.1176,0.1082,0.7569,174,120.0,32.9,1.0,3.183
0.4083,0.4548,0.268,0.3403,1.8041,174,301.6,24.3,1.0,4.651
0.1534,0.2413,0.0992,0.3033,0.8895,183,155.7,23.5,1.0,3.255
0.3489,0.4887,0.1976,0.3238,1.3449,135,75.6,22.9,2.0,2.386
0.2931,0.4036,0.1705,0.3128,1.8646,122,189.5,25.9,0.0,4.072
0.2321,0.344,0.1697,0.078,1.35,109,82.5,35.1,2.0,1.403
0.2392,0.3381,0.1672,0.1934,1.1969,181,131.2,24.3,4.0,6.347
0.3765,0.4176,0.2717,0.2034,2.1678,141,316.1,30.0,1.0,5.073
0.3756,0.4341,0.2125,0.0665,1.7751,164,199.6,26.8,1.0,4.734
0.2929,0.423,0.2121,0.3323,2.0073,133,136.3,36.0,2.0,1.928
0.1661,0.2556,0.103,0.0951,0.635,174,107.4,24.6,2.0,1.293
0.2169,0.263,0.1602,0.2672,1.112,140,122.8,27.5,2.0,1.667
0.2685,0.3341,0.1543,0.1535,1.7635,172,65.0,19.8,2.0,1.646
0.4225,0.5262,0.2976,0.1377,2.0962,168,141.2,29.0,4.0,10.049
0.1585,0.2043,0.116,0.1875,1.1092,182,213.0,20.2,3.0,44.823
0.2857,0.3444,0.2016,0.3427,1.8161,127,237.8,37.1,1.0,4.197
0.3035,0.425,0.1858,0.137,1.3355,173,104.7,26.8,0.0,3.374
0.3071,0.3681,0.1812,0.067,1.4536,173,66.2,21.0,0.0,2.861
0.1993,0.2605,0.1452,0.3272,0.7817,178,271.2,25.5,1.0,3.951
0.3448,0.4506,0.2453,0.2012,1.5903,171,330.4,21.3,1.0,4.597
0.3819,0.4497,0.2414,0.2675,1.9238,138,180.8,32.3,1.0,5.17
0.2621,0.4115,0.1442,0.1806,1.1989,103,190.7,34.2,0.0,3.771
0.2827,0.3294,0.2119,0.2524,1.3519,108,64.0,30.3,4.0,8.074
0.1323,0.1828,0.0961,0.1211,0.7267,119,108.1,23.1,2.0,1.14
0.3679,0.4752,0.2331,0.0971,2.1588,153,176.8,32.7,3.0,67.565
0.2847,0.4247,0.1978,0.0474,1.5124,162,148.4,31.8,0.0,3.505
0.3084,0.3796,0.2156,0.0547,2.1432,181,76.9,32.4,0.0,3.922
0.195,0.2909,0.122,0.2204,0.8116,105,93.1,26.5,2.0,1.718
0.2575,0.3003,0.1714,0.104,1.796,162,118.7,31.6,3.0,54.2
0.2797,0.373,0.1826,0.1619,1.295,157,100.2,23.6,3.0,66.395
0.1792,0.3098,0.129,0.32,1.1195,160,56.7,26.2,0.0,2.53
0.4069,0.4919,0.2422,0.1365,2.1317,153,100.7,33.9,3.0,77.833
0.2874,0.3433,0.1691,0.0809,1.8545,164,91.4,20.1,2.0,1.949
0.1985,0.2907,0.1268,0.0721,1.1611,158,129.8,25.2,1.0,3.154
0.1638,0.2965,0.1074,0.0972,1.0013,126,131.5,23.3,0.0,2.602
0.2305,0.3194,0.1562,0.0634,1.1259,181,181.6,32.6,3.0,55.053
0.2202,0.2921,0.1633,0.0948,1.3212,178,56.1,21.1,2.0,1.506
0.3073,0.4316,0.2276,0.2249,2.0246,178,163.0,28.3,0.0,2.651
0.1279,0.2737,0.0987,0.1555,0.5388,150,117.2,35.4,3.0,41.999
0.1407,0.2631,0.0979,0.1479,0.8958,139,160.1,27.7,0.0,2.742
0.2835,0.3314,0.2009,0.2011,1.5675,160,175.2,36.1,0.0,3.145
0.1711,0.3154,0.0972,0.0614,1.1972,149,129.1,20.6,3.0,46.371
0.2125,0.2986,0.1449,0.0724,1.1697,116,118.8,30.6,4.0,6.939
0.1928,0.2579,0.1429,0.2417,1.1071,132,81.0,35.0,0.0,3.342
0.3208,0.399,0.1976,0.3063,1.9633,102,160.8,19.6,0.0,3.933
0.2948,0.4241,0.2221,0.1745,1.6218,144,120.2,30.0,4.0,8.49
0.3634,0.4535,0.2101,0.1527,2.3537,161,125.7,29.1,2.0,1.926
0.1733,0.2336,0.1303,0.1615,1.1369,130,45.8,18.8,2.0,1.218
0.3003,0.4359,0.1998,0.2741,1.6816,158,87.9,35.3,4.0,8.093
0.2953,0.3939,0.2044,0.2642,1.1898,158,197.6,18.7,0.0,3.66
0.2133,0.3264,0.1534,0.2723,1.4284,140,249.2,37.9,3.0,51.936
0.345,0.4254,0.1956,0.1465,2.3345,174,108.1,29.5,4.0,9.332
0.1288,0.2619,0.073,0.191,0.6825,130,197.8,26.0,0.0,2.438
0.1731,0.2362,0.122,0.3415,1.1563,137,197.3,33.6,0.0,2.232
0.1838,0.2818,0.1375,0.3159,0.8722,177,368.5,20.1,1.0,3.621
0.188,0.3023,0.1379,0.1707,1.0668,109,169.0,24.4,0.0,2.988
0.1407,0.2468,0.0866,0.2626,0.8244,101,288.1,31.2,3.0,42.701
0.3071,0.3944,0.2091,0.1206,1.6921,183,92.0,24.5,0.0,3.283
0.2176,0.3076,0.1287,0.0887,0.9377,155,73.2,20.0,2.0,1.128
0.4041,0.5235,0.2352,0.0651,1.9604,101,136.5,35.3,3.0,72.848
0.3197,0.4302,0.1797,0.2738,1.361,178,289.0,28.7,1.0,4.441
0.3155,0.3769,0.2405,0.1315,1.1105,106,84.4,21.3,0.0,3.599
0.1542,0.2584,0.1102,0.0416,0.7182,115,363.7,18.8,1.0,2.972
0.3084,0.4413,0.2016,0.2257,1.7578,180,99.2,31.4,4.0,8.057
0.1571,0.3065,0.094,0.2168,0.8138,150,49.9,24.0,2.0,1.353
0.169,0.2695,0.1232,0.3059,1.1688,139,112.1,30.4,3.0,49.468
0.1629,0.212,0.1177,0.3382,0.6381,140,57.8,37.6,0.0,2.68
0.2294,0.349,0.165,0.3238,1.2529,155,140.8,35.2,2.0,1.53
0.2977,0.3767,0.164,0.3316,1.7825,115,177.5,25.5,0.0,3.113
0.3088,0.3506,0.1854,0.1637,1.5248,107,198.4,27.1,0.0,3.782
0.3419,0.4612,0.2636,0.3409,1.7157,122,321.2,21.5,1.0,5.01
0.1324,0.2082,0.0901,0.2069,0.9066,173,86.8,29.7,3.0,34.732
0.3687,0.499,0.2639,0.056,2.5791,100,149.3,28.2,2.0,2.183
0.3303,0.384,0.2253,0.2811,1.7218,149,175.6,22.1,0.0,3.65
0.2961,0.3789,0.1948,0.1917,1.0973,148,93.4,26.3,4.0,8.92
0.3544,0.4099,0.1952,0.2353,1.5778,106,84.4,37.3,0.0,3.516
0.2371,0.2801,0.1778,0.1932,1.5167,148,181.5,19.0,4.0,7.363
0.1294,0.2627,0.0715,0.3484,0.8899,100,57.2,24.4,0.0,2.188
0.3082,0.4156,0.2174,0.0831,1.1796,123,149.9,18.2,3.0,61.971
0.3009,0.3613,0.1878,0.2774,1.252,167,217.5,22.2,1.0,4.298
0.3279,0.4564,0.1861,0.0569,1.2338,148,54.5,25.1,0.0,3.941
0.2436,0.3351,0.1677,0.1451,1.3757,147,101.9,24.9,2.0,1.893
0.3946,0.5405,0.2937,0.0612,2.5303,184,190.8,27.3,0.0,4.766
0.1446,0.2262,0.0817,0.2283,0.6725,148,83.7,24.9,3.0,45.152
0.3956,0.5076,0.2666,0.1323,1.4675,160,76.9,18.3,4.0,10.661
0.2914,0.4321,0.196,0.2444,1.3219,145,168.9,18.6,4.0,7.036
0.1657,0.2857,0.1065,0.1851,0.9946,162,78.5,18.5,2.0,1.154
0.3129,0.368,0.2346,0.1613,1.6325,184,57.2,23.8,2.0,1.832
0.1734,0.299,0.1271,0.1532,0.9882,130,67.0,32.2,4.0,6.146
0.2148,0.2836,0.1325,0.0726,1.0402,176,89.1,30.1,0.0,2.776
0.1252,0.1929,0.0926,0.1456,0.6785,164,122.7,36.1,0.0,2.28
0.1689,0.2375,0.0982,0.0647,0.6837,177,248.5,30.9,1.0,3.174
0.3896,0.5211,0.2967,0.2995,2.2282,141,136.5,27.7,4.0,10.93
0.2392,0.3208,0.1752,0.2403,1.5761,146,114.4,21.6,3.0,53.906
0.3433,0.4228,0.2608,0.2565,1.2248,141,132.4,26.7,2.0,1.719
0.3277,0.4469,0.2008,0.0675,1.2997,143,213.4,34.0,1.0,4.4
0.3847,0.4828,0.2293,0.2904,2.6142,158,63.8,24.3,0.0,3.829
0.1324,0.2385,0.0821,0.1,0.6378,130,107.9,24.4,3.0,45.09
0.3838,0.528,0.2246,0.2185,1.8658,117,136.9,29.4,4.0,10.349
0.1528,0.2185,0.1029,0.0611,0.5489,103,115.5,36.0,0.0,2.607
0.2984,0.4311,0.1842,0.2114,2.0451,183,61.6,21.2,0.0,3.386
0.3616,0.4599,0.2606,0.2916,2.0685,172,133.7,23.6,2.0,2.4
0.2777,0.3223,0.1566,0.2641,1.7361,153,249.4,33.4,3.0,61.499
0.2026,0.3508,0.1209,0.213,1.4124,172,363.8,35.7,1.0,3.273
0.3187,0.4075,0.2176,0.3299,1.2725,136,279.1,30.5,3.0,59.061
0.311,0.3733,0.1996,0.224,2.0669,163,175.7,30.5,4.0,7.778
0.1979,0.3442,0.1386,0.3254,0.8627,148,159.3,19.8,1.0,3.864
0.2515,0.2977,0.1956,0.2054,1.6138,157,150.2,28.3,3.0,54.753
0.3715,0.428,0.2349,0.0851,1.9718,137,89.1,37.1,3.0,68.868
0.4077,0.4546,0.3178,0.1699,1.6445,135,280.6,33.8,3.0,71.836
0.1892,0.3202,0.1274,0.2406,0.8188,180,151.8,21.1,4.0,5.409
0.2748,0.362,0.1892,0.3192,1.6888,176,353.4,29.0,1.0,3.664
0.2654,0.3314,0.146,0.3171,1.2653,100,215.6,18.3,1.0,4.007
0.3562,0.4338,0.2345,0.055,1.9157,140,296.1,32.5,1.0,4.2
0.3463,0.4875,0.2274,0.1819,2.3981,154,96.5,28.5,4.0,9.731
0.1816,0.233,0.1308,0.3035,1.1528,166,182.9,26.5,4.0,5.373
0.2771,0.4043,0.1604,0.1225,1.7938,112,142.3,19.0,4.0,8.854
0.3629,0.4064,0.2611,0.2348,2.4711,181,87.6,22.4,4.0,8.9
0.3616,0.4818,0.2784,0.3344,1.8446,137,164.6,32.6,3.0,69.504
0.3303,0.4412,0.1834,0.0784,1.9566,155,311.5,30.6,1.0,4.63
0.1812,0.3096,0.1371,0.2526,0.6721,156,96.9,34.5,2.0,1.251
0.4094,0.4885,0.2651,0.2116,2.307,178,230.7,20.2,3.0,78.574
0.1967,0.323,0.1101,0.323,1.1732,121,164.2,25.8,4.0,6.482
0.1185,0.2332,0.0919,0.2258,0.5955,152,118.9,28.5,2.0,1.294
0.4035,0.4613,0.2756,0.196,2.1696,148,252.4,35.0,1.0,4.977
0.3489,0.4051,0.2066,0.2678,1.3299,150,69.3,18.5,0.0,3.655
0.1442,0.2695,0.0803,0.2205,0.8023,150,238.7,28.8,3.0,46.528
0.2457,0.3398,0.1569,0.3214,1.2249,148,389.6,20.0,1.0,4.315
0.3553,0.4964,0.2167,0.0581,2.0842,129,104.3,21.6,2.0,1.713
0.311,0.4467,0.2123,0.323,1.5117,155,106.8,35.0,0.0,3.748
0.2342,0.3809,0.1481,0.2318,0.9416,157,290.2,32.5,3.0,58.283
0.2513,0.2963,0.1414,0.0771,1.5389,155,266.6,27.3,3.0,49.788
0.2029,0.2792,0.1263,0.0738,0.7841,142,56.2,26.8,0.0,2.61
0.3002,0.341,0.2244,0.3229,1.7884,108,351.6,34.4,1.0,4.23
0.1757,0.2785,0.1067,0.1448,0.8268,141,129.2,28.7,1.0,3.166
0.1972,0.3109,0.1086,0.2878,1.193,129,174.7,31.9,4.0,6.558
0.1526,0.2561,0.108,0.1145,0.9528,119,80.0,32.0,4.0,5.013
0.3009,0.3537,0.2045,0.0954,1.9971,183,138.2,36.4,4.0,8.134
0.2713,0.3893,0.1958,0.319,1.2532,104,169.8,37.3,4.0,6.724
0.2421,0.3124,0.1609,0.3483,1.508,150,262.5,18.3,3.0,58.042
0.275,0.3427,0.1788,0.1709,0.9969,110,120.4,29.7,2.0,1.874
0.2672,0.4059,0.1888,0.2319,1.5857,149,163.9,21.8,3.0,56.509
0.3524,0.4175,0.2249,0.0766,2.0064,182,97.8,23.7,2.0,1.773
0.3304,0.4791,0.2503,0.0911,1.4067,108,82.3,27.5,0.0,3.8
0.2747,0.3916,0.1641,0.2236,1.3769,137,242.3,35.6,3.0,53.53
0.3788,0.5255,0.2695,0.1373,2.1874,136,91.0,32.4,4.0,9.92
0.2152,0.3381,0.1257,0.0818,0.8157,159,68.4,29.1,4.0,7.821
0.2235,0.3617,0.1662,0.3137,1.0885,106,348.8,32.9,1.0,3.654
0.4064,0.4604,0.3154,0.3321,2.584,148,240.2,20.2,3.0,77.145
0.3757,0.4911,0.22,0.0752,1.9533,170,298.6,19.7,1.0,4.869
0.1786,0.2685,0.1055,0.3378,1.0961,177,114.6,20.9,4.0,6.36
0.1397,0.2555,0.0801,0.2545,0.5955,183,31.2,25.0,2.0,1.127
0.2421,0.3793,0.1622,0.3276,1.0354,154,123.4,31.0,3.0,57.411
0.1856,0.2661,0.1309,0.3415,1.2314,149,114.6,32.4,0.0,2.613
0.363,0.4508,0.2826,0.2896,1.8089,153,300.9,18.9,1.0,4.271
0.3424,0.4868,0.2025,0.1977,1.7854,150,175.3,30.0,3.0,71.354
0.1919,0.3394,0.123,0.1899,0.8828,179,162.6,18.8,1.0,3.25
0.3129,0.4042,0.1886,0.1239,1.8917,116,365.4,36.6,1.0,4.665
0.2091,0.2534,0.127,0.0421,0.8718,147,77.5,29.7,2.0,1.371
0.3214,0.4421,0.1841,0.2876,1.4262,164,109.2,35.4,3.0,62.71
0.2298,0.3238,0.1296,0.0502,0.8116,183,124.7,21.5,0.0,2.96
0.1119,0.1752,0.084,0.3238,0.4381,161,130.1,36.8,2.0,1.196
0.1477,0.2421,0.1151,0.1793,1.0119,184,382.8,24.1,1.0,3.241
0.143,0.228,0.0964,0.2804,0.991,137,301.8,20.8,1.0,2.998
0.3015,0.3642,0.1968,0.3112,1.3086,139,173.3,29.4,0.0,3.861
0.2019,0.2898,0.1466,0.1025,1.1329,105,218.3,24.6,1.0,2.894
0.1722,0.2128,0.1281,0.1243,0.7879,174,59.2,36.8,2.0,1.542
0.1304,0.2416,0.0815,0.0437,0.4943,136,223.5,27.5,3.0,46.579
0.2527,0.3278,0.1854,0.2075,1.3799,137,217.2,26.2,1.0,4.192
0.4038,0.5023,0.2949,0.1114,1.8164,117,228.0,34.7,3.0,71.122
0.163,0.2966,0.1101,0.258,0.9674,137,157.7,23.0,4.0,7.239
0.4439,0.4955,0.2444,0.0596,2.1397,171,172.9,19.0,4.0,10.77
0.2882,0.3807,0.2072,0.1715,1.4188,164,157.1,23.5,3.0,63.667
0.1887,0.2293,0.1363,0.0968,0.871,109,227.0,27.7,1.0,3.482
0.2142,0.3261,0.125,0.2756,1.1587,172,125.5,21.9,3.0,45.8
0.188,0.2293,0.1212,0.3333,1.2083,141,162.0,37.7,0.0,2.484
0.4059,0.5454,0.2888,0.3218,2.336,150,103.4,30.6,3.0,74.478
0.3138,0.3961,0.2052,0.2673,1.826,148,212.5,18.7,3.0,61.352
0.2684,0.327,0.1577,0.0601,1.4915,146,126.9,20.4,2.0,1.718
0.211,0.344,0.1577,0.1081,1.4536,135,211.2,36.5,3.0,58.531
0.3275,0.4099,0.2245,0.1664,2.1388,114,122.8,21.5,1.0,4.884
0.278,0.4258,0.1763,0.1489,1.2688,157,230.6,22.1,1.0,4.032
0.1777,0.2358,0.1289,0.1244,1.1535,166,264.0,25.9,1.0,2.992
0.3545,0.4772,0.2676,0.1294,1.8286,147,107.5,34.1,3.0,68.34
0.1912,0.303,0.1165,0.3037,0.7266,113,224.8,27.8,3.0,51.445
0.3816,0.4429,0.2653,0.2844,2.0022,149,191.5,26.1,3.0,70.6
0.236,0.2997,0.1305,0.164,1.4624,101,369.3,29.5,1.0,3.355
0.2904,0.372,0.16,0.2617,1.6519,180,88.9,25.6,0.0,3.532
0.2973,0.3526,0.2021,0.1218,1.796,170,140.2,36.2,2.0,1.713
0.3355,0.453,0.2097,0.0658,1.3526,131,61.9,32.8,0.0,3.827
0.1491,0.2509,0.0904,0.1745,0.5423,122,240.2,36.0,1.0,3.525
0.3357,0.4437,0.2124,0.2664,1.8674,184,141.5,22.3,4.0,10.012
0.2339,0.2836,0.1667,0.1304,1.2371,156,97.8,18.4,2.0,1.571
0.3487,0.4884,0.2002,0.0857,2.3497,124,55.8,21.6,0.0,4.004
0.1499,0.2069,0.0866,0.3143,0.8093,152,80.8,27.2,3.0,31.242
0.2206,0.3565,0.1398,0.128,1.1621,157,58.5,33.4,0.0,2.714
0.2117,0.3228,0.1195,0.2831,1.4757,176,193.4,22.7,0.0,2.704
0.2574,0.3739,0.1565,0.2125,1.0312,173,198.6,34.8,4.0,7.881
0.2893,0.3594,0.187,0.1822,1.7503,152,182.8,37.0,0.0,3.23
0.1769,0.2509,0.1135,0.3434,1.1056,113,164.0,23.8,4.0,5.789
0.2974,0.4356,0.1985,0.0551,1.4736,166,399.8,35.4,1.0,4.382
0.3159,0.3927,0.2007,0.19,1.7677,153,110.7,24.2,2.0,1.81
0.352,0.4797,0.2646,0.2184,2.1629,135,87.9,18.5,4.0,9.478
0.2964,0.4294,0.1697,0.2968,1.1538,140,155.7,34.3,3.0,61.698
0.1057,0.1833,0.0796,0.3015,0.5103,172,100.9,21.1,2.0,0.956
0.1673,0.3055,0.1259,0.1738,1.0697,172,180.1,23.2,4.0,5.11
0.3363,0.4554,0.1909,0.2415,2.0338,136,119.5,31.8,4.0,8.48
0.198,0.2382,0.1266,0.1761,0.8172,124,114.2,23.0,4.0,7.16
0.2983,0.4419,0.2211,0.0787,1.9434,104,125.1,26.6,3.0,58.796
0.193,0.3146,0.1207,0.0523,0.7374,158,97.7,27.4,0.0,2.941
0.1244,0.2105,0.0836,0.2726,0.6843,167,51.3,18.4,0.0,2.438
0.2086,0.3138,0.1415,0.077,1.0507,168,206.9,31.1,1.0,3.741
0.1619,0.2252,0.0893,0.0625,0.798,151,135.7,23.2,4.0,6.201
0.201,0.281,0.1556,0.0645,1.3956,133,141.2,28.1,4.0,5.419
0.2663,0.3685,0.188,0.2648,1.4423,132,30.2,32.4,2.0,1.974
0.4318,0.535,0.3181,0.1449,2.0232,183,111.7,34.3,4.0,10.314
0.3801,0.486,0.2643,0.2015,1.7781,133,148.3,33.9,0.0,3.791
0.309,0.4287,0.203,0.1052,1.9926,117,83.4,29.0,2.0,1.622
0.2197,0.3268,0.1313,0.2437,1.4686,143,50.8,32.1,2.0,1.68
0.238,0.3317,0.1528,0.0709,1.625,121,257.3,31.2,1.0,4.246
0.155,0.2544,0.0958,0.0924,0.8234,169,369.1,29.3,1.0,3.007
0.3609,0.4984,0.2242,0.0786,2.4462,180,343.9,30.1,1.0,4.961
0.2793,0.3237,0.1831,0.3037,1.3414,142,333.7,22.2,1.0,4.543
0.3789,0.4582,0.2271,0.1537,1.7506,183,233.2,35.0,3.0,66.212
0.1708,0.2164,0.1263,0.1231,0.9121,154,278.9,31.3,1.0,3.393
0.4453,0.5375,0.3306,0.2479,1.8743,167,82.3,18.7,4.0,11.821
0.1239,0.2516,0.0831,0.2281,0.5805,152,127.0,32.9,0.0,2.94
0.2157,0.3342,0.1602,0.1994,1.411,181,34.1,35.7,2.0,1.503
0.2154,0.3079,0.132,0.15,1.3728,128,175.0,24.1,3.0,53.891
0.3265,0.426,0.2291,0.2653,2.169,101,114.0,34.7,2.0,1.607
0.1641,0.2582,0.1052,0.308,0.8839,105,144.4,31.9,2.0,1.161
0.2822,0.4293,0.2186,0.1942,1.1281,100,164.5,35.7,3.0,57.373
0.2989,0.3525,0.2203,0.2459,1.657,126,268.6,21.1,3.0,65.322
0.3548,0.4448,0.2733,0.1842,1.3232,151,98.9,19.0,2.0,2.197
0.3117,0.4068,0.2222,0.2183,1.9887,134,172.6,32.5,3.0,59.568
0.2403,0.3043,0.1874,0.059,1.612,124,38.5,37.3,2.0,1.595
0.1472,0.1934,0.1119,0.1122,0.5376,174,292.1,33.8,1.0,2.512
0.2366,0.3536,0.1612,0.1295,1.5923,170,362.7,23.5,1.0,3.546
0.2893,0.4038,0.1713,0.2499,1.6488,109,110.7,21.7,1.0,4.091
0.2765,0.4111,0.1892,0.2253,1.7134,174,194.7,20.6,4.0,7.349
0.1872,0.3358,0.1124,0.289,1.3104,118,229.7,34.7,3.0,47.585
0.3685,0.4238,0.2604,0.2255,2.2286,134,70.1,33.7,0.0,3.987
0.214,0.2632,0.1354,0.1478,0.7712,155,58.1,35.6,2.0,1.5
0.3293,0.4091,0.2376,0.2205,1.3359,177,158.3,32.6,1.0,4.69
0.2864,0.4348,0.1917,0.0769,1.6513,118,101.4,31.2,0.0,2.94
0.122,0.233,0.0815,0.0518,0.4526,163,141.7,21.4,0.0,2.524
0.2988,0.375,0.1855,0.2503,1.7062,158,344.5,31.3,1.0,4.138
0.2387,0.3741,0.1768,0.2947,1.2319,128,83.1,37.6,4.0,7.348
0.2682,0.3176,0.1507,0.1405,0.9917,142,285.5,32.6,1.0,3.676
0.3053,0.3742,0.2219,0.0569,1.7193,143,117.3,33.3,4.0,8.289
0.2584,0.372,0.175,0.2911,1.0048,166,124.0,35.5,4.0,7.235
0.1829,0.2752,0.1043,0.087,1.1749,183,139.4,28.1,4.0,5.563
0.1552,0.3,0.101,0.239,0.617,176,104.0,21.3,4.0,6.028
0.301,0.3741,0.2274,0.2944,1.1783,153,68.8,22.7,0.0,3.389
0.101,0.15,0.058,0.1671,0.4019,118,56.1,26.0,2.0,1.186
0.2922,0.3657,0.2149,0.1917,1.1051,165,31.6,23.9,2.0,1.904
0.1766,0.3169,0.1221,0.1133,1.0408,148,34.5,36.7,2.0,1.313
0.1614,0.3098,0.1249,0.0914,0.5692,159,134.4,37.5,0.0,2.817
0.1582,0.2792,0.1124,0.1403,1.0333,173,225.7,29.5,1.0,3.006
0.1152,0.194,0.0852,0.2795,0.7769,173,83.3,33.9,2.0,1.16
0.2597,0.352,0.1799,0.171,0.9911,144,182.8,28.3,4.0,7.092
0.1614,0.2695,0.1212,0.3252,0.9519,178,274.4,26.8,3.0,47.522
0.2031,0.3152,0.1328,0.0622,1.0872,164,317.1,21.4,1.0,3.166
0.3694,0.5064,0.2547,0.2474,1.9856,145,159.3,37.4,4.0,10.154
0.277,0.3682,0.1949,0.084,1.3828,145,177.6,31.8,4.0,8.004
0.3646,0.4761,0.2579,0.0474,1.548,135,165.3,29.8,0.0,3.791
0.2575,0.4024,0.1892,0.1681,1.617,178,114.5,19.9,0.0,2.713
0.3808,0.4977,0.2189,0.1577,1.8366,148,294.6,30.8,3.0,71.79
0.2453,0.3386,0.1697,0.1467,1.2905,161,100.3,27.0,0.0,2.882
0.1331,0.2453,0.0735,0.3465,0.7661,172,106.9,27.8,2.0,1.169
0.3034,0.3915,0.189,0.3209,1.5996,150,277.4,18.7,1.0,3.609
0.1159,0.1954,0.0824,0.1004,0.6211,116,147.2,24.1,0.0,2.876
0.4166,0.5342,0.2421,0.2692,2.4271,174,116.5,34.3,1.0,5.545
0.2437,0.3762,0.1782,0.2835,1.5872,156,171.2,33.1,3.0,52.245
0.1431,0.1987,0.0803,0.2591,0.8095,178,285.4,23.5,3.0,43.645
0.1035,0.1642,0.0621,0.1268,0.4604,166,121.1,19.9,2.0,1.205
0.2308,0.3233,0.1521,0.286,1.4791,177,114.9,21.8,0.0,2.598
0.3586,0.4881,0.2745,0.3025,2.3758,161,277.9,35.0,3.0,68.797
0.1058,0.2173,0.0742,0.1291,0.6383,163,46.8,23.8,2.0,0.965
0.1589,0.222,0.0921,0.1452,0.7084,149,72.8,19.2,0.0,2.606
0.2894,0.3723,0.1744,0.0534,1.9709,174,120.7,18.4,0.0,2.953
0.1357,0.222,0.0775,0.1645,0.4911,127,77.7,22.3,2.0,1.002
0.1672,0.2196,0.0935,0.0888,0.897,111,123.0,35.8,4.0,6.787
0.2285,0.3279,0.1675,0.1732,1.1086,143,92.9,37.4,0.0,2.893
0.3505,0.3921,0.2009,0.2518,2.0597,167,61.9,27.6,0.0,3.376
0.3492,0.4092,0.2434,0.0441,2.2099,100,143.9,20.2,0.0,3.688
0.2917,0.3884,0.2109,0.1898,1.9225,119,82.3,35.2,2.0,1.619
