location_id,location_name,province,year,season_name,season_type,crop_type,lat,lon,sensor,n_images,growing_days,rainfall_mm,temp_celsius,soil_moisture,ndvi,evi,ndwi,ndre,lai,bsi,ndvi_std,ndvi_min,ndvi_max,b2,b3,b4,b8,b11
SD01,Hyderabad,Sindh,2006,Rabi_2006,rabi,rice,25.396,68.3578,L7,21,150,100,22.0,20.8,0.1685,0.1305,-0.2539,0.1433,0.344,0.1039,0.0453,0.1006,0.2364,0.16814,0.20108,0.20108,0.28259,0.29942
SD02,Sukkur,Sindh,2006,Rabi_2006,rabi,wheat,27.7052,68.8574,L7,8,150,100,22.0,22.3,0.1434,0.101,-0.2281,0.1219,0.289,0.1008,0.0415,0.0811,0.2056,0.14905,0.17768,0.17768,0.23717,0.24819
SD03,Larkana,Sindh,2006,Rabi_2006,rabi,rice,27.558,68.2247,L7,8,150,100,22.0,18.9,0.2343,0.1585,-0.2858,0.1991,0.493,0.0374,0.0551,0.1517,0.317,0.1212,0.13538,0.13538,0.21821,0.20382
SD04,Nawabshah,Sindh,2006,Rabi_2006,rabi,cotton,26.2442,68.41,L7,9,150,100,22.0,23.7,0.1262,0.0877,-0.2048,0.1073,0.252,0.106,0.0389,0.0679,0.1845,0.14725,0.17308,0.17308,0.22308,0.24093
SD05,Mirpurkhas,Sindh,2006,Rabi_2006,rabi,rice,25.5279,69.0176,L7,8,150,100,22.0,20.9,0.1575,0.1075,-0.2523,0.1339,0.319,0.1152,0.0436,0.0921,0.2229,0.13643,0.16633,0.16633,0.2285,0.25281
SD06,Khairpur,Sindh,2006,Rabi_2006,rabi,sugarcane,27.5295,68.7592,L7,8,150,100,22.0,22.6,0.1418,0.0988,-0.2226,0.1205,0.285,0.1005,0.0413,0.0799,0.2038,0.14559,0.17208,0.17208,0.22895,0.24229
SD07,Sanghar,Sindh,2006,Rabi_2006,rabi,cotton,26.0423,68.9499,L7,8,150,100,22.0,19.2,0.1892,0.1316,-0.28,0.1608,0.39,0.097,0.0484,0.1166,0.2618,0.13764,0.16684,0.16684,0.2447,0.25456
SD08,Jacobabad,Sindh,2006,Rabi_2006,rabi,wheat,28.2769,68.4376,L7,8,150,100,22.0,24.3,0.1194,0.0838,-0.1951,0.1015,0.238,0.1009,0.0379,0.0625,0.1763,0.14346,0.16759,0.16759,0.21303,0.23418
SD09,Umerkot,Sindh,2006,Rabi_2006,rabi,cotton,25.3616,69.7362,L7,8,150,100,22.0,22.4,0.1251,0.0935,-0.2262,0.1063,0.25,0.1331,0.0388,0.0669,0.1833,0.16949,0.20887,0.20887,0.26859,0.30333
SD10,Badin,Sindh,2006,Rabi_2006,rabi,rice,24.6558,68.8413,L7,8,150,100,22.0,19.8,0.19,0.1329,-0.2704,0.1615,0.391,0.0953,0.0485,0.1172,0.2628,0.13813,0.16372,0.16372,0.24052,0.25321
KP01,Peshawar,KP,2006,Rabi_2006,rabi,wheat,34.0151,71.5249,L7,3,150,100,14.0,20.5,0.2046,0.1304,-0.2586,0.1739,0.425,0.0496,0.0507,0.1285,0.2807,0.12205,0.13679,0.13679,0.20717,0.19188
KP02,Mardan,KP,2006,Rabi_2006,rabi,sugarcane,34.201,72.0476,L7,3,150,100,14.0,26.5,0.1066,0.0686,-0.1585,0.0906,0.211,0.0723,0.036,0.0526,0.1606,0.12915,0.14353,0.14353,0.17779,0.18387
KP03,Charsadda,KP,2006,Rabi_2006,rabi,wheat,34.1483,71.7311,L7,3,150,100,14.0,25.9,0.1107,0.0691,-0.1676,0.0941,0.22,0.1116,0.0366,0.0558,0.1656,0.1318,0.14804,0.14804,0.18488,0.20663
KP04,Swabi,KP,2006,Rabi_2006,rabi,sugarcane,34.1214,72.4698,L7,10,150,100,14.0,18.2,0.236,0.1598,-0.296,0.2006,0.498,0.0546,0.0554,0.1529,0.3191,0.12234,0.13921,0.13921,0.22523,0.2183
KP05,Nowshera,KP,2006,Rabi_2006,rabi,rice,34.0153,71.9746,L7,3,150,100,14.0,26.1,0.1234,0.08,-0.1648,0.1049,0.246,0.0603,0.0385,0.0657,0.1811,0.12996,0.14144,0.14144,0.18125,0.18132
KP06,Swat,KP,2006,Rabi_2006,rabi,rice,34.7717,72.36,L7,10,150,100,14.0,24.2,0.1354,0.088,-0.197,0.1151,0.272,0.0888,0.0403,0.0749,0.1958,0.12736,0.14456,0.14456,0.18984,0.20504
KP07,Malakand,KP,2006,Rabi_2006,rabi,wheat,34.5683,71.9308,L7,3,150,100,14.0,23.2,0.1699,0.1038,-0.2131,0.1444,0.347,0.0527,0.0455,0.1016,0.2382,0.11227,0.12279,0.12279,0.17306,0.17301
KP08,Bannu,KP,2006,Rabi_2006,rabi,cotton,32.9847,70.6041,L7,9,150,100,14.0,23.1,0.1419,0.0931,-0.2145,0.1206,0.286,0.1028,0.0413,0.0799,0.2039,0.1318,0.15314,0.15314,0.20378,0.22225
KP09,Dera Ismail Khan,KP,2006,Rabi_2006,rabi,wheat,31.8335,70.9016,L7,5,150,100,14.0,27.9,0.0769,0.0562,-0.1343,0.0653,0.15,0.1069,0.0315,0.0296,0.1241,0.1566,0.17589,0.17589,0.20519,0.23658
KP10,Abbottabad,KP,2006,Rabi_2006,rabi,wheat,34.1558,73.2194,L7,7,150,100,14.0,12.4,0.3391,0.2034,-0.3939,0.2883,0.756,0.0404,0.0709,0.2328,0.4455,0.09217,0.10462,0.10462,0.21198,0.2004
BL01,Quetta,Balochistan,2006,Rabi_2006,rabi,wheat,30.1798,66.975,L7,8,150,100,12.0,25.1,0.0864,0.0683,-0.1819,0.0735,0.17,0.1463,0.033,0.0369,0.1359,0.1899,0.23068,0.23068,0.27434,0.32769
BL02,Turbat,Balochistan,2006,Rabi_2006,rabi,mango,26.0028,63.042,L7,2,150,100,12.0,23.4,0.1497,0.1305,-0.2103,0.1273,0.302,0.1006,0.0425,0.0859,0.2135,0.19541,0.22147,0.22147,0.29947,0.33008
BL03,Hub,Balochistan,2006,Rabi_2006,rabi,cotton,25.3847,66.9875,L7,27,150,100,12.0,25.4,0.0943,0.0626,-0.1764,0.0802,0.186,0.2107,0.0341,0.0431,0.1454,0.14542,0.17189,0.17189,0.2077,0.31202
BL04,Nasirabad,Balochistan,2006,Rabi_2006,rabi,rice,29.2,68.4,L7,8,150,100,12.0,23.1,0.0932,0.0795,-0.2155,0.0793,0.183,0.187,0.034,0.0422,0.1442,0.22443,0.28844,0.28844,0.34776,0.45536
BL05,Pishin,Balochistan,2006,Rabi_2006,rabi,wheat,30.5833,66.9833,L7,9,150,100,12.0,22.7,0.107,0.0832,-0.2224,0.091,0.212,0.1563,0.036,0.053,0.161,0.19298,0.24472,0.24472,0.30338,0.35524
BL06,Khuzdar,Balochistan,2006,Rabi_2006,rabi,wheat,27.8167,66.6167,L7,9,150,100,12.0,19.9,0.1827,0.1453,-0.269,0.1553,0.375,0.1035,0.0474,0.1116,0.2538,0.17666,0.21195,0.21195,0.30669,0.32126
BL07,Sibi,Balochistan,2006,Rabi_2006,rabi,wheat,29.5432,67.877,L7,24,150,100,12.0,19.9,0.1823,0.1379,-0.269,0.155,0.374,0.1017,0.0473,0.1113,0.2532,0.15903,0.19094,0.19094,0.27608,0.29129
BL08,Loralai,Balochistan,2006,Rabi_2006,rabi,wheat,30.37,68.59,L7,6,150,100,12.0,24.5,0.0873,0.0757,-0.1921,0.0742,0.171,0.1602,0.0331,0.0377,0.137,0.23191,0.28723,0.28723,0.3422,0.41587
PB01,Lahore,Punjab,2006,Kharif_2006,kharif,wheat,31.5204,74.3587,L7,9,165,280,32.0,20.1,0.2181,0.1554,-0.2652,0.1854,0.456,0.05,0.0527,0.1391,0.2971,0.13318,0.14721,0.14721,0.22934,0.22297
PB02,Faisalabad,Punjab,2006,Kharif_2006,kharif,cotton,31.4187,73.0791,L7,16,165,280,32.0,24.2,0.1323,0.0954,-0.197,0.1124,0.265,0.0773,0.0398,0.0726,0.192,0.14757,0.16857,0.16857,0.21997,0.22587
PB03,Multan,Punjab,2006,Kharif_2006,kharif,wheat,30.1978,71.4711,L7,19,165,280,32.0,25.5,0.0911,0.0704,-0.1753,0.0774,0.179,0.1008,0.0337,0.0406,0.1416,0.1705,0.20241,0.20241,0.24298,0.26084
PB04,Gujranwala,Punjab,2006,Kharif_2006,kharif,rice,32.1877,74.1945,L7,9,165,280,32.0,21.9,0.1677,0.1182,-0.2357,0.1425,0.342,0.0666,0.0452,0.0999,0.2355,0.13733,0.15826,0.15826,0.22203,0.22091
PB05,Sheikhupura,Punjab,2006,Kharif_2006,kharif,rice,31.7167,73.985,L7,9,165,280,32.0,21.2,0.1765,0.1246,-0.2467,0.1501,0.361,0.0719,0.0465,0.1067,0.2462,0.14141,0.16379,0.16379,0.23402,0.23084
PB06,Okara,Punjab,2006,Kharif_2006,kharif,wheat,30.8101,73.449,L7,8,165,280,32.0,21.2,0.1728,0.1255,-0.2468,0.1468,0.353,0.0888,0.0459,0.104,0.2417,0.14915,0.17414,0.17414,0.24687,0.25515
PB07,Sahiwal,Punjab,2006,Kharif_2006,kharif,cotton,30.6706,73.1064,L7,16,165,280,32.0,18.0,0.2425,0.1788,-0.3001,0.2062,0.513,0.0466,0.0564,0.1579,0.3271,0.14119,0.15988,0.15988,0.26226,0.2436
PB08,Vehari,Punjab,2006,Kharif_2006,kharif,cotton,30.0454,72.3519,L7,8,165,280,32.0,24.3,0.1216,0.0977,-0.1942,0.1034,0.243,0.1003,0.0382,0.0643,0.1789,0.18341,0.21288,0.21288,0.27183,0.28916
PB09,Lodhran,Punjab,2006,Kharif_2006,kharif,wheat,29.5367,71.6314,L7,17,165,280,32.0,23.5,0.1356,0.1135,-0.208,0.1153,0.272,0.0946,0.0403,0.0751,0.1961,0.19178,0.22262,0.22262,0.29249,0.30662
PB10,Khanewal,Punjab,2006,Kharif_2006,kharif,sugarcane,30.3013,71.9325,L7,8,165,280,32.0,20.9,0.1827,0.1438,-0.2522,0.1553,0.375,0.0664,0.0474,0.1116,0.2538,0.16773,0.1941,0.1941,0.28088,0.26935
PB11,Rahim Yar Khan,Punjab,2006,Kharif_2006,kharif,sugarcane,28.4212,70.2957,L7,9,165,280,32.0,23.2,0.1305,0.1037,-0.2137,0.1109,0.261,0.0975,0.0396,0.0711,0.1899,0.1786,0.21204,0.21204,0.27571,0.28758
PB12,Sialkot,Punjab,2006,Kharif_2006,kharif,rice,32.4945,74.5229,L7,17,165,280,32.0,22.3,0.1596,0.1046,-0.2282,0.1357,0.324,0.0932,0.0439,0.0937,0.2254,0.12742,0.14694,0.14694,0.20276,0.21812
PB13,Kasur,Punjab,2006,Kharif_2006,kharif,wheat,31.1162,74.449,L7,21,165,280,32.0,22.8,0.1482,0.1061,-0.2205,0.126,0.299,0.1007,0.0422,0.0849,0.2115,0.14552,0.16903,0.16903,0.22786,0.24946
PB14,Jhang,Punjab,2006,Kharif_2006,kharif,cotton,31.2681,72.3162,L7,7,165,280,32.0,23.8,0.1143,0.0853,-0.2028,0.0972,0.227,0.0988,0.0371,0.0586,0.1699,0.16293,0.19537,0.19537,0.24582,0.25706
PB15,Bahawalpur,Punjab,2006,Kharif_2006,kharif,cotton,29.3956,71.6836,L7,9,165,280,32.0,23.0,0.153,0.1256,-0.2171,0.1301,0.31,0.081,0.043,0.0885,0.2175,0.18063,0.20627,0.20627,0.2808,0.28635
SD01,Hyderabad,Sindh,2006,Kharif_2006,kharif,rice,25.396,68.3578,L7,21,165,280,35.0,21.6,0.159,0.1319,-0.2405,0.1352,0.323,0.0979,0.0439,0.0931,0.2248,0.1935,0.22933,0.22933,0.31607,0.32538
SD02,Sukkur,Sindh,2006,Kharif_2006,kharif,wheat,27.7052,68.8574,L7,9,165,280,35.0,23.7,0.1195,0.0937,-0.2048,0.1016,0.238,0.1023,0.0379,0.0626,0.1764,0.1811,0.21579,0.21579,0.27437,0.28591
SD03,Larkana,Sindh,2006,Kharif_2006,kharif,rice,27.558,68.2247,L7,9,165,280,35.0,19.2,0.2095,0.1616,-0.2807,0.1781,0.436,0.0569,0.0514,0.1324,0.2866,0.1578,0.18364,0.18364,0.28097,0.26238
SD04,Nawabshah,Sindh,2006,Kharif_2006,kharif,cotton,26.2442,68.41,L7,9,165,280,35.0,22.9,0.1379,0.1066,-0.2187,0.1172,0.277,0.0983,0.0407,0.0769,0.1989,0.17388,0.2055,0.2055,0.27124,0.28125
SD05,Mirpurkhas,Sindh,2006,Kharif_2006,kharif,rice,25.5279,69.0176,L7,7,165,280,35.0,23.1,0.1279,0.0996,-0.2143,0.1087,0.256,0.1093,0.0392,0.0691,0.1867,0.17583,0.21013,0.21013,0.27174,0.29207
SD06,Khairpur,Sindh,2006,Kharif_2006,kharif,sugarcane,27.5295,68.7592,L7,9,165,280,35.0,22.7,0.1412,0.111,-0.221,0.12,0.284,0.0874,0.0412,0.0794,0.203,0.17781,0.20972,0.20972,0.27869,0.27863
SD07,Sanghar,Sindh,2006,Kharif_2006,kharif,cotton,26.0423,68.9499,L7,7,165,280,35.0,22.0,0.1514,0.1177,-0.2326,0.1287,0.306,0.0974,0.0427,0.0874,0.2155,0.17182,0.2034,0.2034,0.276,0.28676
SD08,Jacobabad,Sindh,2006,Kharif_2006,kharif,wheat,28.2769,68.4376,L7,9,165,280,35.0,23.5,0.1181,0.0911,-0.2079,0.1004,0.235,0.1054,0.0377,0.0616,0.1746,0.17817,0.21429,0.21429,0.27171,0.28309
SD09,Umerkot,Sindh,2006,Kharif_2006,kharif,cotton,25.3616,69.7362,L7,7,165,280,35.0,25.2,0.0927,0.0779,-0.1806,0.0788,0.182,0.1211,0.0339,0.0419,0.1436,0.20864,0.24958,0.24958,0.30059,0.33118
SD10,Badin,Sindh,2006,Kharif_2006,kharif,rice,24.6558,68.8413,L7,5,165,280,35.0,21.6,0.162,0.1259,-0.2396,0.1377,0.329,0.0898,0.0443,0.0956,0.2284,0.16971,0.1995,0.1995,0.27664,0.282
KP01,Peshawar,KP,2006,Kharif_2006,kharif,wheat,34.0151,71.5249,L7,9,165,280,28.0,17.1,0.2439,0.1749,-0.3152,0.2073,0.516,0.054,0.0566,0.159,0.3288,0.13214,0.1543,0.1543,0.25382,0.24103
KP02,Mardan,KP,2006,Kharif_2006,kharif,sugarcane,34.201,72.0476,L7,9,165,280,28.0,21.0,0.1853,0.1262,-0.2495,0.1575,0.381,0.0829,0.0478,0.1136,0.257,0.13438,0.15377,0.15377,0.22373,0.2301
KP03,Charsadda,KP,2006,Kharif_2006,kharif,wheat,34.1483,71.7311,L7,9,165,280,28.0,18.9,0.2252,0.1574,-0.2852,0.1914,0.472,0.0888,0.0538,0.1445,0.3059,0.13334,0.15162,0.15162,0.23976,0.25436
KP04,Swabi,KP,2006,Kharif_2006,kharif,sugarcane,34.1214,72.4698,L7,19,165,280,28.0,15.6,0.2854,0.2075,-0.3395,0.2426,0.617,0.0449,0.0628,0.1912,0.3796,0.13074,0.14741,0.14741,0.26515,0.24936
KP05,Nowshera,KP,2006,Kharif_2006,kharif,rice,34.0153,71.9746,L7,9,165,280,28.0,23.2,0.1542,0.1082,-0.2134,0.1311,0.312,0.0793,0.0431,0.0896,0.2188,0.14207,0.16061,0.16061,0.21917,0.22592
KP06,Swat,KP,2006,Kharif_2006,kharif,rice,34.7717,72.36,L7,19,165,280,28.0,21.8,0.1735,0.1221,-0.2361,0.1475,0.355,0.0875,0.046,0.1045,0.2425,0.14034,0.15993,0.15993,0.22708,0.23963
KP07,Malakand,KP,2006,Kharif_2006,kharif,wheat,34.5683,71.9308,L7,9,165,280,28.0,17.6,0.2587,0.1608,-0.3068,0.2199,0.552,0.0671,0.0588,0.1705,0.3469,0.11036,0.12252,0.12252,0.20804,0.20895
KP08,Bannu,KP,2006,Kharif_2006,kharif,cotton,32.9847,70.6041,L7,21,165,280,28.0,22.9,0.1482,0.1128,-0.2176,0.1259,0.299,0.0988,0.0422,0.0849,0.2115,0.16373,0.18904,0.18904,0.25481,0.27312
KP09,Dera Ismail Khan,KP,2006,Kharif_2006,kharif,wheat,31.8335,70.9016,L7,11,165,280,28.0,25.0,0.0988,0.076,-0.184,0.084,0.195,0.133,0.0348,0.0466,0.151,0.18259,0.21728,0.21728,0.26494,0.30345
KP10,Abbottabad,KP,2006,Kharif_2006,kharif,wheat,34.1558,73.2194,L7,10,165,280,28.0,8.7,0.4329,0.2939,-0.4553,0.368,1.02,-0.0187,0.0849,0.3055,0.5603,0.09817,0.1038,0.1038,0.26229,0.21779
BL01,Quetta,Balochistan,2006,Kharif_2006,kharif,wheat,30.1798,66.975,L7,11,165,280,28.0,24.9,0.0984,0.088,-0.1849,0.0836,0.194,0.1241,0.0348,0.0462,0.1506,0.22848,0.27266,0.27266,0.33216,0.37242
BL02,Turbat,Balochistan,2006,Kharif_2006,kharif,mango,26.0028,63.042,L7,9,165,280,28.0,23.9,0.1411,0.127,-0.2021,0.1199,0.284,0.1013,0.0412,0.0793,0.2029,0.20593,0.23352,0.23352,0.31025,0.34291
BL03,Hub,Balochistan,2006,Kharif_2006,kharif,cotton,25.3847,66.9875,L7,23,165,280,28.0,24.0,0.1289,0.0976,-0.2001,0.1095,0.258,0.161,0.0393,0.0699,0.1878,0.1717,0.19878,0.19878,0.25759,0.33195
BL04,Nasirabad,Balochistan,2006,Kharif_2006,kharif,rice,29.2,68.4,L7,9,165,280,28.0,23.7,0.0856,0.0748,-0.2053,0.0728,0.168,0.1845,0.0328,0.0364,0.1348,0.24058,0.30732,0.30732,0.36486,0.47171
BL05,Pishin,Balochistan,2006,Kharif_2006,kharif,wheat,30.5833,66.9833,L7,11,165,280,28.0,23.8,0.0922,0.0803,-0.2033,0.0784,0.181,0.1518,0.0338,0.0415,0.1429,0.24022,0.30153,0.30153,0.36278,0.42035
BL06,Khuzdar,Balochistan,2006,Kharif_2006,kharif,wheat,27.8167,66.6167,L7,8,165,280,28.0,22.3,0.141,0.1217,-0.2281,0.1198,0.284,0.1177,0.0411,0.0793,0.2026,0.2118,0.25368,0.25368,0.33696,0.36698
BL07,Sibi,Balochistan,2006,Kharif_2006,kharif,wheat,29.5432,67.877,L7,30,165,280,28.0,22.8,0.1303,0.1086,-0.2201,0.1108,0.261,0.121,0.0395,0.0711,0.1895,0.20095,0.24186,0.24186,0.31435,0.34553
BL08,Loralai,Balochistan,2006,Kharif_2006,kharif,wheat,30.37,68.59,L7,9,165,280,28.0,24.8,0.0857,0.0785,-0.1874,0.0728,0.168,0.1572,0.0329,0.0364,0.1351,0.25909,0.31887,0.31887,0.37861,0.45516
PB01,Lahore,Punjab,2007,Rabi_2007,rabi,wheat,31.5204,74.3587,L7,7,150,100,18.5,19.6,0.2295,0.135,-0.2736,0.1951,0.482,0.0549,0.0544,0.1479,0.3111,0.10336,0.11356,0.11356,0.18121,0.17944
PB02,Faisalabad,Punjab,2007,Rabi_2007,rabi,cotton,31.4187,73.0791,L7,15,150,100,18.5,24.6,0.133,0.0796,-0.1902,0.113,0.266,0.0766,0.0399,0.0732,0.1929,0.11447,0.12875,0.12875,0.16823,0.17637
PB03,Multan,Punjab,2007,Rabi_2007,rabi,wheat,30.1978,71.4711,L7,14,150,100,18.5,26.9,0.0915,0.0613,-0.1521,0.0778,0.18,0.0854,0.0337,0.041,0.1421,0.13784,0.15589,0.15589,0.1873,0.19942
PB04,Gujranwala,Punjab,2007,Rabi_2007,rabi,rice,32.1877,74.1945,L7,7,150,100,18.5,19.4,0.2166,0.1268,-0.2767,0.1841,0.452,0.0677,0.0525,0.1378,0.2954,0.10433,0.11856,0.11856,0.18414,0.18428
PB05,Sheikhupura,Punjab,2007,Rabi_2007,rabi,rice,31.7167,73.985,L7,7,150,100,18.5,17.2,0.2541,0.1477,-0.3136,0.216,0.541,0.0517,0.0581,0.1669,0.3412,0.0997,0.11349,0.11349,0.19082,0.18142
PB06,Okara,Punjab,2007,Rabi_2007,rabi,wheat,30.8101,73.449,L7,7,150,100,18.5,19.9,0.1976,0.119,-0.2677,0.168,0.409,0.0845,0.0496,0.1232,0.272,0.11007,0.12766,0.12766,0.19055,0.19847
PB07,Sahiwal,Punjab,2007,Rabi_2007,rabi,cotton,30.6706,73.1064,L7,15,150,100,18.5,17.5,0.2615,0.1743,-0.3085,0.2223,0.559,0.0317,0.0592,0.1727,0.3503,0.11901,0.13182,0.13182,0.22518,0.20433
PB08,Vehari,Punjab,2007,Rabi_2007,rabi,cotton,30.0454,72.3519,L7,8,150,100,18.5,24.5,0.1435,0.1071,-0.1909,0.122,0.289,0.071,0.0415,0.0812,0.2057,0.1515,0.16703,0.16703,0.22301,0.23134
PB09,Lodhran,Punjab,2007,Rabi_2007,rabi,wheat,29.5367,71.6314,L7,14,150,100,18.5,22.6,0.1572,0.1221,-0.2231,0.1336,0.319,0.0851,0.0436,0.0918,0.2226,0.16159,0.18526,0.18526,0.25438,0.26681
PB10,Khanewal,Punjab,2007,Rabi_2007,rabi,sugarcane,30.3013,71.9325,L7,8,150,100,18.5,19.8,0.2282,0.1649,-0.2696,0.194,0.479,0.0178,0.0542,0.1469,0.3095,0.13147,0.14362,0.14362,0.22854,0.20411
PB11,Rahim Yar Khan,Punjab,2007,Rabi_2007,rabi,sugarcane,28.4212,70.2957,L7,11,150,100,18.5,23.4,0.1374,0.1037,-0.2102,0.1168,0.276,0.09,0.0406,0.0765,0.1983,0.16189,0.1881,0.1881,0.24805,0.25782
PB12,Sialkot,Punjab,2007,Rabi_2007,rabi,rice,32.4945,74.5229,L7,14,150,100,18.5,23.2,0.174,0.0991,-0.2129,0.1479,0.356,0.0674,0.0461,0.1048,0.2431,0.10649,0.11546,0.11546,0.16412,0.16846
PB13,Kasur,Punjab,2007,Rabi_2007,rabi,wheat,31.1162,74.449,L7,18,150,100,18.5,22.4,0.152,0.0964,-0.227,0.1292,0.307,0.1044,0.0428,0.0878,0.2162,0.11996,0.14017,0.14017,0.1904,0.21451
PB14,Jhang,Punjab,2007,Rabi_2007,rabi,cotton,31.2681,72.3162,L7,8,150,100,18.5,25.3,0.1282,0.086,-0.1786,0.109,0.256,0.0642,0.0392,0.0694,0.187,0.13554,0.15027,0.15027,0.19448,0.19382
PB15,Bahawalpur,Punjab,2007,Rabi_2007,rabi,cotton,29.3956,71.6836,L7,6,150,100,18.5,21.3,0.1919,0.1455,-0.2454,0.1631,0.396,0.055,0.0488,0.1187,0.2651,0.14849,0.16617,0.16617,0.24508,0.23933
SD01,Hyderabad,Sindh,2007,Rabi_2007,rabi,rice,25.396,68.3578,L7,27,150,100,22.0,20.9,0.1731,0.1381,-0.2511,0.1471,0.354,0.0931,0.046,0.1041,0.2421,0.17418,0.20512,0.20512,0.29097,0.30114
SD02,Sukkur,Sindh,2007,Rabi_2007,rabi,wheat,27.7052,68.8574,L7,11,150,100,22.0,23.7,0.1315,0.0976,-0.2051,0.1117,0.263,0.0864,0.0397,0.072,0.191,0.15755,0.18333,0.18333,0.23883,0.24604
SD03,Larkana,Sindh,2007,Rabi_2007,rabi,rice,27.558,68.2247,L7,9,150,100,22.0,20.7,0.2149,0.1528,-0.2552,0.1827,0.448,0.0234,0.0522,0.1366,0.2932,0.13422,0.14617,0.14617,0.22619,0.20177
SD04,Nawabshah,Sindh,2007,Rabi_2007,rabi,cotton,26.2442,68.41,L7,10,150,100,22.0,23.3,0.1347,0.0944,-0.2115,0.1145,0.27,0.0998,0.0402,0.0744,0.195,0.14623,0.17135,0.17135,0.2247,0.24007
SD05,Mirpurkhas,Sindh,2007,Rabi_2007,rabi,rice,25.5279,69.0176,L7,9,150,100,22.0,23.1,0.1369,0.0975,-0.2149,0.1164,0.275,0.0997,0.0405,0.0761,0.1976,0.14735,0.1731,0.1731,0.22801,0.2453
SD06,Khairpur,Sindh,2007,Rabi_2007,rabi,sugarcane,27.5295,68.7592,L7,9,150,100,22.0,23.6,0.1408,0.1008,-0.2073,0.1197,0.283,0.0794,0.0411,0.0792,0.2025,0.14944,0.17144,0.17144,0.22763,0.23038
SD07,Sanghar,Sindh,2007,Rabi_2007,rabi,cotton,26.0423,68.9499,L7,9,150,100,22.0,21.8,0.1632,0.1115,-0.2373,0.1387,0.332,0.0915,0.0445,0.0965,0.23,0.13824,0.16135,0.16135,0.22427,0.23319
SD08,Jacobabad,Sindh,2007,Rabi_2007,rabi,wheat,28.2769,68.4376,L7,7,150,100,22.0,25.1,0.1125,0.083,-0.1809,0.0957,0.223,0.0885,0.0369,0.0571,0.1678,0.15775,0.18141,0.18141,0.22742,0.23813
SD09,Umerkot,Sindh,2007,Rabi_2007,rabi,cotton,25.3616,69.7362,L7,9,150,100,22.0,22.5,0.1354,0.1032,-0.2248,0.1151,0.272,0.1182,0.0403,0.0749,0.1958,0.17019,0.20477,0.20477,0.26891,0.29578
SD10,Badin,Sindh,2007,Rabi_2007,rabi,rice,24.6558,68.8413,L7,10,150,100,22.0,21.0,0.1797,0.1256,-0.2493,0.1527,0.368,0.0811,0.047,0.1092,0.2502,0.13687,0.15837,0.15837,0.22775,0.23451
KP01,Peshawar,KP,2007,Rabi_2007,rabi,wheat,34.0151,71.5249,L7,3,150,100,14.0,14.6,0.2904,0.1907,-0.3564,0.2468,0.63,0.0282,0.0636,0.195,0.3858,0.11169,0.12946,0.12946,0.23542,0.20756
KP02,Mardan,KP,2007,Rabi_2007,rabi,sugarcane,34.201,72.0476,L7,3,150,100,14.0,20.2,0.2117,0.1225,-0.2636,0.18,0.441,0.06,0.0518,0.134,0.2894,0.10479,0.11697,0.11697,0.17981,0.1759
KP03,Charsadda,KP,2007,Rabi_2007,rabi,wheat,34.1483,71.7311,L7,3,150,100,14.0,19.5,0.213,0.1272,-0.275,0.181,0.444,0.1043,0.0519,0.1351,0.2908,0.10917,0.12456,0.12456,0.19196,0.21305
KP04,Swabi,KP,2007,Rabi_2007,rabi,sugarcane,34.1214,72.4698,L7,7,150,100,14.0,16.8,0.2866,0.1821,-0.3204,0.2436,0.62,0.0147,0.063,0.1921,0.3811,0.10629,0.11452,0.11452,0.20653,0.18476
KP05,Nowshera,KP,2007,Rabi_2007,rabi,rice,34.0153,71.9746,L7,3,150,100,14.0,20.7,0.2033,0.1211,-0.2543,0.1728,0.422,0.0595,0.0505,0.1275,0.2791,0.10951,0.12196,0.12196,0.18422,0.18036
KP06,Swat,KP,2007,Rabi_2007,rabi,rice,34.7717,72.36,L7,7,150,100,14.0,24.3,0.1315,0.0765,-0.1942,0.1117,0.263,0.1023,0.0397,0.072,0.191,0.11173,0.12712,0.12712,0.1656,0.18605
KP07,Malakand,KP,2007,Rabi_2007,rabi,wheat,34.5683,71.9308,L7,3,150,100,14.0,17.6,0.2621,0.1418,-0.3065,0.2228,0.56,0.057,0.0593,0.1731,0.351,0.09221,0.10157,0.10157,0.17374,0.1695
KP08,Bannu,KP,2007,Rabi_2007,rabi,cotton,32.9847,70.6041,L7,15,150,100,14.0,22.7,0.1559,0.0993,-0.2217,0.1325,0.316,0.0942,0.0434,0.0908,0.221,0.12515,0.14344,0.14344,0.19643,0.21019
KP09,Dera Ismail Khan,KP,2007,Rabi_2007,rabi,wheat,31.8335,70.9016,L7,9,150,100,14.0,27.2,0.0935,0.0711,-0.1474,0.0794,0.184,0.0845,0.034,0.0425,0.1445,0.15717,0.17535,0.17535,0.2115,0.23204
KP10,Abbottabad,KP,2007,Rabi_2007,rabi,wheat,34.1558,73.2194,L7,4,150,100,14.0,13.9,0.3268,0.1878,-0.3677,0.2778,0.723,0.0589,0.069,0.2233,0.4303,0.08951,0.09823,0.09823,0.1936,0.19662
BL01,Quetta,Balochistan,2007,Rabi_2007,rabi,wheat,30.1798,66.975,L7,4,150,100,12.0,25.9,0.0767,0.0572,-0.1676,0.0652,0.15,0.1467,0.0315,0.0295,0.124,0.1706,0.20523,0.20523,0.23932,0.29213
